,Optimal_Affected_Component_Uid,Optimal_Failure,ln
1244,_SFE6cOcdEeet0YmmfbMwkw,CF3,4.3139
1245,_SFFhEucdEeet0YmmfbMwkw,CF3,5.7119
1246,_SFFhEucdEeet0YmmfbMwkw,CF3,5.7119
1247,_SFFhEucdEeet0YmmfbMwkw,CF3,5.7119
1248,_SE6h8ecdEeet0YmmfbMwkw,CF3,4.2129
1249,_SE6h8ecdEeet0YmmfbMwkw,CF3,4.2129
1250,_SE6h8ecdEeet0YmmfbMwkw,CF3,4.2129
1251,_SFFhr-cdEeet0YmmfbMwkw,CF3,7.0412
1252,_SFFhr-cdEeet0YmmfbMwkw,CF3,7.0412
1253,_SFFhr-cdEeet0YmmfbMwkw,CF3,7.0412
1254,_SFCeWucdEeet0YmmfbMwkw,CF1,3.0076
1255,_SFCeWucdEeet0YmmfbMwkw,CF1,3.0076
1256,_SFCeWucdEeet0YmmfbMwkw,CF1,3.0076
1257,_SFBPpucdEeet0YmmfbMwkw,CF2,2.6864
1258,_SFBPpucdEeet0YmmfbMwkw,CF2,2.6864
1259,_SFBPpucdEeet0YmmfbMwkw,CF2,2.6864
1260,_SFKao-cdEeet0YmmfbMwkw,CF2,2.0964
1261,_SFKao-cdEeet0YmmfbMwkw,CF2,2.0964
1262,_SFKao-cdEeet0YmmfbMwkw,CF2,2.0964
1263,_SFS9COcdEeet0YmmfbMwkw,CF3,5.7469
1264,_SFS9COcdEeet0YmmfbMwkw,CF3,5.7469
1265,_SFS9COcdEeet0YmmfbMwkw,CF3,5.7469
1266,_SFS9COcdEeet0YmmfbMwkw,CF3,5.7469
1267,_SEvisucdEeet0YmmfbMwkw,CF3,4.2459
1268,_SEvisucdEeet0YmmfbMwkw,CF3,4.2459
1269,_SEvisucdEeet0YmmfbMwkw,CF3,4.2459
1270,_SFSVCecdEeet0YmmfbMwkw,CF3,7.1997
1271,_SFSVCecdEeet0YmmfbMwkw,CF3,7.1997
1272,_SEu7v-cdEeet0YmmfbMwkw,CF2,2.6674
1273,_SEu7v-cdEeet0YmmfbMwkw,CF2,2.6674
1274,_SEu7v-cdEeet0YmmfbMwkw,CF2,2.6674
1275,_SFMPb-cdEeet0YmmfbMwkw,CF2,4.3879
1276,_SFMPb-cdEeet0YmmfbMwkw,CF2,4.3879
1277,_SFMPb-cdEeet0YmmfbMwkw,CF2,4.3879
1278,_SFMPb-cdEeet0YmmfbMwkw,CF2,4.3879
1279,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1280,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1281,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1282,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1283,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1284,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1285,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1286,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1287,_SE23gucdEeet0YmmfbMwkw,CF1,4.1999
1288,_SFLoA-cdEeet0YmmfbMwkw,CF2,2.1014
1289,_SFLoA-cdEeet0YmmfbMwkw,CF2,2.1014
1290,_SFLoA-cdEeet0YmmfbMwkw,CF2,2.1014
1291,_SFFhHucdEeet0YmmfbMwkw,CF3,4.3219
1292,_SFFhHucdEeet0YmmfbMwkw,CF3,4.3219
1293,_SFFhHucdEeet0YmmfbMwkw,CF3,4.3219
1294,_SFTjAecdEeet0YmmfbMwkw,CF3,3.5121
1295,_SFTjAecdEeet0YmmfbMwkw,CF3,3.5121
1296,_SE_aeucdEeet0YmmfbMwkw,CF2,2.6624
1297,_SE_aeucdEeet0YmmfbMwkw,CF2,2.6624
1298,_SE_aeucdEeet0YmmfbMwkw,CF2,2.6624
1299,_SFGvqecdEeet0YmmfbMwkw,CF2,2.8682
1300,_SFGvqecdEeet0YmmfbMwkw,CF2,2.8682
1301,_SFGvqecdEeet0YmmfbMwkw,CF2,2.8682
1302,_SE3eiucdEeet0YmmfbMwkw,CF1,2.9866
1303,_SE3eiucdEeet0YmmfbMwkw,CF1,2.9866
1304,_SE3eiucdEeet0YmmfbMwkw,CF1,2.9866
1305,_SEx-s-cdEeet0YmmfbMwkw,CF2,2.6744
1306,_SEx-s-cdEeet0YmmfbMwkw,CF2,2.6744
1307,_SEx-s-cdEeet0YmmfbMwkw,CF2,2.6744
1308,_SFDsrecdEeet0YmmfbMwkw,CF2,2.8582
1309,_SFDsrecdEeet0YmmfbMwkw,CF2,2.8582
1310,_SFDsrecdEeet0YmmfbMwkw,CF2,2.8582
1311,_SE_aWucdEeet0YmmfbMwkw,CF1,4.5265
1312,_SE_aWucdEeet0YmmfbMwkw,CF1,4.5265
1313,_SFLohecdEeet0YmmfbMwkw,CF1,5.7329
1314,_SFLohecdEeet0YmmfbMwkw,CF1,5.7329
1315,_SFLohecdEeet0YmmfbMwkw,CF1,5.7329
1316,_SFOFh-cdEeet0YmmfbMwkw,CF2,2.4959
1317,_SFOFh-cdEeet0YmmfbMwkw,CF2,2.4959
1318,_SFOFh-cdEeet0YmmfbMwkw,CF2,2.4959
1319,_SE3efucdEeet0YmmfbMwkw,CF2,4.2049
1320,_SE3efucdEeet0YmmfbMwkw,CF2,4.2049
1321,_SE3efucdEeet0YmmfbMwkw,CF2,4.2049
1322,_SFLAj-cdEeet0YmmfbMwkw,CF1,2.0974
1323,_SFLAj-cdEeet0YmmfbMwkw,CF1,2.0974
1324,_SFLAj-cdEeet0YmmfbMwkw,CF1,2.0974
1325,_SFKZJecdEeet0YmmfbMwkw,CF3,5.7239
1326,_SFKZJecdEeet0YmmfbMwkw,CF3,5.7239
1327,_SFKZJecdEeet0YmmfbMwkw,CF3,5.7239
1328,_SEx-rucdEeet0YmmfbMwkw,CF1,2.2928
1329,_SEx-rucdEeet0YmmfbMwkw,CF1,2.2928
1330,_SEx-rucdEeet0YmmfbMwkw,CF1,2.2928
1331,_SFDrv-cdEeet0YmmfbMwkw,CF1,4.3009
1332,_SFDrv-cdEeet0YmmfbMwkw,CF1,4.3009
1333,_SFDrv-cdEeet0YmmfbMwkw,CF1,4.3009
1334,_SFETJ-cdEeet0YmmfbMwkw,CF1,2.0854
1335,_SFETJ-cdEeet0YmmfbMwkw,CF1,2.0854
1336,_SFETJ-cdEeet0YmmfbMwkw,CF1,2.0854
1337,_SE7vtucdEeet0YmmfbMwkw,CF1,2.4709
1338,_SE7vtucdEeet0YmmfbMwkw,CF1,2.4709
1339,_SE7vtucdEeet0YmmfbMwkw,CF1,2.4709
1340,_SFMQK-cdEeet0YmmfbMwkw,CF3,5.2814
1341,_SFMQK-cdEeet0YmmfbMwkw,CF3,5.2814
1342,_SFMQK-cdEeet0YmmfbMwkw,CF3,5.2814
1343,_SE3ehOcdEeet0YmmfbMwkw,CF2,5.2754
1344,_SE3ehOcdEeet0YmmfbMwkw,CF2,5.2754
1345,_SE3ehOcdEeet0YmmfbMwkw,CF2,5.2754
1346,_SFE5-OcdEeet0YmmfbMwkw,CF3,2.0844
1347,_SFE5-OcdEeet0YmmfbMwkw,CF3,2.0844
1348,_SFE5-OcdEeet0YmmfbMwkw,CF3,2.0844
1349,_SFS8AOcdEeet0YmmfbMwkw,CF1,2.4969
1350,_SFS8AOcdEeet0YmmfbMwkw,CF1,2.4969
1351,_SFS8AOcdEeet0YmmfbMwkw,CF1,2.4969
1352,_SE56vucdEeet0YmmfbMwkw,CF2,2.2888
1353,_SE56vucdEeet0YmmfbMwkw,CF2,2.2888
1354,_SE56vucdEeet0YmmfbMwkw,CF2,2.2888
1355,_SFESoecdEeet0YmmfbMwkw,CF3,2.4769
1356,_SFESoecdEeet0YmmfbMwkw,CF3,2.4769
1357,_SFESoecdEeet0YmmfbMwkw,CF3,2.4769
1358,_SFDrbecdEeet0YmmfbMwkw,CF2,2.8562
1359,_SFDrbecdEeet0YmmfbMwkw,CF2,2.8562
1360,_SFDrbecdEeet0YmmfbMwkw,CF2,2.8562
1361,_SFSW0ucdEeet0YmmfbMwkw,CF3,65.7543
1362,_SFSW0ucdEeet0YmmfbMwkw,CF3,65.572
1363,_SFFgkOcdEeet0YmmfbMwkw,CF3,2.0864
1364,_SFFgkOcdEeet0YmmfbMwkw,CF3,2.0864
1365,_SFFgkOcdEeet0YmmfbMwkw,CF3,2.0864
1366,_SFSVwucdEeet0YmmfbMwkw,CF2,2.3118
1367,_SFSVwucdEeet0YmmfbMwkw,CF2,2.3118
1368,_SFSVwucdEeet0YmmfbMwkw,CF2,2.3118
1369,_SFJzXecdEeet0YmmfbMwkw,CF3,4.5947
1370,_SFJzXecdEeet0YmmfbMwkw,CF3,4.5947
1371,_SFJzXecdEeet0YmmfbMwkw,CF3,4.5947
1372,_SFACJOcdEeet0YmmfbMwkw,CF1,3.0006
1373,_SFACJOcdEeet0YmmfbMwkw,CF1,3.0006
1374,_SFACJOcdEeet0YmmfbMwkw,CF1,3.0006
1375,_SFGveecdEeet0YmmfbMwkw,CF1,7.1787
1376,_SFGveecdEeet0YmmfbMwkw,CF1,7.1787
1377,_SFGveecdEeet0YmmfbMwkw,CF1,7.1787
1378,_SFGveecdEeet0YmmfbMwkw,CF1,7.1787
1379,_SFB2iucdEeet0YmmfbMwkw,CF2,4.2779
1380,_SFB2iucdEeet0YmmfbMwkw,CF2,4.2779
1381,_SFB2iucdEeet0YmmfbMwkw,CF2,4.2779
1382,_SFOElOcdEeet0YmmfbMwkw,CF1,4.3989
1383,_SFOElOcdEeet0YmmfbMwkw,CF1,4.3989
1384,_SFOElOcdEeet0YmmfbMwkw,CF1,4.3989
1385,_SFGvCecdEeet0YmmfbMwkw,CF2,2.8672
1386,_SFGvCecdEeet0YmmfbMwkw,CF2,2.8672
1387,_SFGvCecdEeet0YmmfbMwkw,CF2,2.8672
1388,_SE9k4ucdEeet0YmmfbMwkw,CF1,2.9936
1389,_SE9k4ucdEeet0YmmfbMwkw,CF1,2.9936
1390,_SE9k4ucdEeet0YmmfbMwkw,CF1,2.9936
1391,_SFDtCecdEeet0YmmfbMwkw,CF3,5.7069
1392,_SFDtCecdEeet0YmmfbMwkw,CF3,5.7069
1393,_SFDtCecdEeet0YmmfbMwkw,CF3,5.7069
1394,_SE7wA-cdEeet0YmmfbMwkw,CF2,4.2159
1395,_SE7wA-cdEeet0YmmfbMwkw,CF2,4.2159
1396,_SE7wA-cdEeet0YmmfbMwkw,CF2,4.2159
1397,_SFLAhecdEeet0YmmfbMwkw,CF3,7.1887
1398,_SFLAhecdEeet0YmmfbMwkw,CF3,7.1887
1399,_SFLAhecdEeet0YmmfbMwkw,CF3,7.1887
1400,_SFFhSucdEeet0YmmfbMwkw,CF3,2.4779
1401,_SFFhSucdEeet0YmmfbMwkw,CF3,2.4779
1402,_SFFhSucdEeet0YmmfbMwkw,CF3,2.4779
1403,_SFKanecdEeet0YmmfbMwkw,CF2,2.4839
1404,_SFKanecdEeet0YmmfbMwkw,CF2,2.4839
1405,_SFKanecdEeet0YmmfbMwkw,CF2,2.4839
1406,_SEvinOcdEeet0YmmfbMwkw,CF1,4.2439
1407,_SEvinOcdEeet0YmmfbMwkw,CF1,4.2439
1408,_SEvinOcdEeet0YmmfbMwkw,CF1,4.2439
1409,_SFKaeecdEeet0YmmfbMwkw,CF1,7.1857
1410,_SFKaeecdEeet0YmmfbMwkw,CF1,7.1857
1411,_SFKaeecdEeet0YmmfbMwkw,CF1,7.1857
1412,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9493
1413,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9493
1414,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9493
1415,_SE4F4ucdEeet0YmmfbMwkw,CF3,6.2048
1416,_SE4F4ucdEeet0YmmfbMwkw,CF3,6.2048
1417,_SE4F4ucdEeet0YmmfbMwkw,CF3,6.2048
1418,_SFLBEecdEeet0YmmfbMwkw,CF1,5.7279
1419,_SFLBEecdEeet0YmmfbMwkw,CF1,5.7279
1420,_SFLBEecdEeet0YmmfbMwkw,CF1,5.7279
1421,_SFOrf-cdEeet0YmmfbMwkw,CF3,4.4069
1422,_SFOrf-cdEeet0YmmfbMwkw,CF3,4.4069
1423,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1424,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1425,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1426,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1427,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1428,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1429,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1430,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1431,_SEz0QOcdEeet0YmmfbMwkw,CF1,4.2599
1432,_SFDEvucdEeet0YmmfbMwkw,CF3,65.6254
1433,_SFDEvucdEeet0YmmfbMwkw,CF3,65.4431
1434,_SE3ehucdEeet0YmmfbMwkw,CF1,7.1647
1435,_SE3ehucdEeet0YmmfbMwkw,CF1,7.1647
1436,_SE3ehucdEeet0YmmfbMwkw,CF1,7.1647
1437,_SFSU6-cdEeet0YmmfbMwkw,CF1,4.4169
1438,_SFSU6-cdEeet0YmmfbMwkw,CF1,4.4169
1439,_SFSU6-cdEeet0YmmfbMwkw,CF1,4.4169
1440,_SE8-M-cdEeet0YmmfbMwkw,CF1,4.2209
1441,_SE8-M-cdEeet0YmmfbMwkw,CF1,4.2209
1442,_SE8-M-cdEeet0YmmfbMwkw,CF1,4.2209
1443,_SE56w-cdEeet0YmmfbMwkw,CF2,2.6524
1444,_SE56w-cdEeet0YmmfbMwkw,CF2,2.6524
1445,_SE56w-cdEeet0YmmfbMwkw,CF2,2.6524
1446,_SFDEzecdEeet0YmmfbMwkw,CF3,4.2959
1447,_SFDEzecdEeet0YmmfbMwkw,CF3,4.2959
1448,_SFDEzecdEeet0YmmfbMwkw,CF3,4.2959
1449,_SFDEzecdEeet0YmmfbMwkw,CF3,4.2959
1450,_SFDEzecdEeet0YmmfbMwkw,CF3,4.2959
1451,_SFKajecdEeet0YmmfbMwkw,CF1,2.7124
1452,_SFKajecdEeet0YmmfbMwkw,CF1,2.7124
1453,_SFKajecdEeet0YmmfbMwkw,CF1,2.7124
1454,_SE7IwecdEeet0YmmfbMwkw,CF1,2.0744
1455,_SE7IwecdEeet0YmmfbMwkw,CF1,2.0744
1456,_SE7IwecdEeet0YmmfbMwkw,CF1,2.0744
1457,_SEu7g-cdEeet0YmmfbMwkw,CF1,4.2379
1458,_SEu7g-cdEeet0YmmfbMwkw,CF1,4.2379
1459,_SEu7g-cdEeet0YmmfbMwkw,CF1,4.2379
1460,_SEu7g-cdEeet0YmmfbMwkw,CF1,4.2379
1461,_SEu7g-cdEeet0YmmfbMwkw,CF1,4.2379
1462,_SEu7g-cdEeet0YmmfbMwkw,CF1,4.2379
1463,_SEuUbecdEeet0YmmfbMwkw,CF2,2.6694
1464,_SEuUbecdEeet0YmmfbMwkw,CF2,2.6694
1465,_SEuUbecdEeet0YmmfbMwkw,CF2,2.6694
1466,_SEuUbecdEeet0YmmfbMwkw,CF2,2.6694
1467,_SEuUbecdEeet0YmmfbMwkw,CF2,2.6694
1468,_SEuUbecdEeet0YmmfbMwkw,CF2,2.6694
1469,_SFKZ4-cdEeet0YmmfbMwkw,CF3,2.0924
1470,_SFKZ4-cdEeet0YmmfbMwkw,CF3,2.0924
1471,_SFKZ4-cdEeet0YmmfbMwkw,CF3,2.0924
1472,_SFJyIecdEeet0YmmfbMwkw,CF3,4.3449
1473,_SFJyIecdEeet0YmmfbMwkw,CF3,4.3449
1474,_SFJyIecdEeet0YmmfbMwkw,CF3,4.3449
1475,_SFJzVecdEeet0YmmfbMwkw,CF3,5.7229
1476,_SFJzVecdEeet0YmmfbMwkw,CF3,5.7229
1477,_SFJzVecdEeet0YmmfbMwkw,CF3,5.7229
1478,_SFAomOcdEeet0YmmfbMwkw,CF1,2.6804
1479,_SFAomOcdEeet0YmmfbMwkw,CF1,2.6804
1480,_SFAomOcdEeet0YmmfbMwkw,CF1,2.6804
1481,_SFESdecdEeet0YmmfbMwkw,CF3,4.3189
1482,_SFESdecdEeet0YmmfbMwkw,CF3,4.3189
1483,_SFESdecdEeet0YmmfbMwkw,CF3,4.3189
1484,_SFESdecdEeet0YmmfbMwkw,CF3,4.3189
1485,_SE_aYOcdEeet0YmmfbMwkw,CF1,2.9956
1486,_SE_aYOcdEeet0YmmfbMwkw,CF1,2.9956
1487,_SE_aYOcdEeet0YmmfbMwkw,CF1,2.9956
1488,_SFJyx-cdEeet0YmmfbMwkw,CF3,6.063
1489,_SFJyx-cdEeet0YmmfbMwkw,CF3,6.063
1490,_SFJyx-cdEeet0YmmfbMwkw,CF3,6.063
1491,_SFNeLecdEeet0YmmfbMwkw,CF1,6.2208
1492,_SFNeLecdEeet0YmmfbMwkw,CF1,6.2208
1493,_SFNeLecdEeet0YmmfbMwkw,CF1,6.2208
1494,_SFE6HucdEeet0YmmfbMwkw,CF2,2.8592
1495,_SFE6HucdEeet0YmmfbMwkw,CF2,2.8592
1496,_SFE6HucdEeet0YmmfbMwkw,CF2,2.8592
1497,_SFOEBucdEeet0YmmfbMwkw,CF1,3.3767
1498,_SFOEBucdEeet0YmmfbMwkw,CF1,3.3767
1499,_SFOEBucdEeet0YmmfbMwkw,CF1,3.3767
1500,_SEvio-cdEeet0YmmfbMwkw,CF1,6.6639
1501,_SEvio-cdEeet0YmmfbMwkw,CF1,6.6639
1502,_SEvio-cdEeet0YmmfbMwkw,CF1,6.6639
1503,_SFApR-cdEeet0YmmfbMwkw,CF2,2.6824
1504,_SFApR-cdEeet0YmmfbMwkw,CF2,2.6824
1505,_SFApR-cdEeet0YmmfbMwkw,CF2,2.6824
1506,_SFE6jOcdEeet0YmmfbMwkw,CF1,6.062
1507,_SFE6jOcdEeet0YmmfbMwkw,CF1,6.062
1508,_SFE6jOcdEeet0YmmfbMwkw,CF1,6.062
1509,_SFNcYucdEeet0YmmfbMwkw,CF3,4.5515
1510,_SFNcYucdEeet0YmmfbMwkw,CF3,4.5515
1511,_SFNcYucdEeet0YmmfbMwkw,CF3,4.5515
1512,_SFKZ1-cdEeet0YmmfbMwkw,CF2,4.5455
1513,_SFKZ1-cdEeet0YmmfbMwkw,CF2,4.5455
1514,_SFETHecdEeet0YmmfbMwkw,CF1,7.1767
1515,_SFETHecdEeet0YmmfbMwkw,CF1,7.1767
1516,_SE-zMOcdEeet0YmmfbMwkw,CF3,4.1959
1517,_SE-zMOcdEeet0YmmfbMwkw,CF3,4.1959
1518,_SE-zMOcdEeet0YmmfbMwkw,CF3,4.1959
1519,_SFNdwucdEeet0YmmfbMwkw,CF2,2.7244
1520,_SFNdwucdEeet0YmmfbMwkw,CF2,2.7244
1521,_SFNdwucdEeet0YmmfbMwkw,CF2,2.7244
1522,_SFOFNOcdEeet0YmmfbMwkw,CF1,4.4019
1523,_SFOFNOcdEeet0YmmfbMwkw,CF1,4.4019
1524,_SFOFNOcdEeet0YmmfbMwkw,CF1,4.4019
1525,_SE9lgucdEeet0YmmfbMwkw,CF1,2.9946
1526,_SE9lgucdEeet0YmmfbMwkw,CF1,2.9946
1527,_SE9lgucdEeet0YmmfbMwkw,CF1,2.9946
1528,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1529,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1530,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1531,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1532,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1533,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1534,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1535,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1536,_SFLBsecdEeet0YmmfbMwkw,CF2,5.7569
1537,_SE-zUecdEeet0YmmfbMwkw,CF2,2.2878
1538,_SE-zUecdEeet0YmmfbMwkw,CF2,2.2878
1539,_SE-zUecdEeet0YmmfbMwkw,CF2,2.2878
1540,_SFLAg-cdEeet0YmmfbMwkw,CF3,5.6557
1541,_SFLAg-cdEeet0YmmfbMwkw,CF3,5.6557
1542,_SFLAg-cdEeet0YmmfbMwkw,CF3,5.6557
1543,_SFDEZecdEeet0YmmfbMwkw,CF2,2.8542
1544,_SFDEZecdEeet0YmmfbMwkw,CF2,2.8542
1545,_SFDEZecdEeet0YmmfbMwkw,CF2,2.8542
1546,_SEwJwecdEeet0YmmfbMwkw,CF1,4.5315
1547,_SEwJwecdEeet0YmmfbMwkw,CF1,4.5315
1548,_SEwJwecdEeet0YmmfbMwkw,CF1,4.5315
1549,_SEtGKOcdEeet0YmmfbMwkw,CF3,3.2149
1550,_SEtGKOcdEeet0YmmfbMwkw,CF3,3.2149
1551,_SE7wNecdEeet0YmmfbMwkw,CF2,2.6554
1552,_SE7wNecdEeet0YmmfbMwkw,CF2,2.6554
1553,_SE7wNecdEeet0YmmfbMwkw,CF2,2.6554
1554,_SE7wP-cdEeet0YmmfbMwkw,CF2,2.6564
1555,_SE7wP-cdEeet0YmmfbMwkw,CF2,2.6564
1556,_SE7wP-cdEeet0YmmfbMwkw,CF2,2.6564
1557,_SEwwz-cdEeet0YmmfbMwkw,CF2,2.6734
1558,_SEwwz-cdEeet0YmmfbMwkw,CF2,2.6734
1559,_SEwwz-cdEeet0YmmfbMwkw,CF2,2.6734
1560,_SFE5xucdEeet0YmmfbMwkw,CF1,4.3099
1561,_SFE5xucdEeet0YmmfbMwkw,CF1,4.3099
1562,_SFE5xucdEeet0YmmfbMwkw,CF1,4.3099
1563,_SE9lnOcdEeet0YmmfbMwkw,CF2,2.6614
1564,_SE9lnOcdEeet0YmmfbMwkw,CF2,2.6614
1565,_SE9lnOcdEeet0YmmfbMwkw,CF2,2.6614
1566,_SE7ImecdEeet0YmmfbMwkw,CF1,4.2139
1567,_SE7ImecdEeet0YmmfbMwkw,CF1,4.2139
1568,_SE7ImecdEeet0YmmfbMwkw,CF1,4.2139
1569,_SE7ImecdEeet0YmmfbMwkw,CF1,4.2139
1570,_SE7ImecdEeet0YmmfbMwkw,CF1,4.2139
1571,_SE7ImecdEeet0YmmfbMwkw,CF1,4.2139
1572,_SFKZ2ecdEeet0YmmfbMwkw,CF3,7.1837
1573,_SFKZ2ecdEeet0YmmfbMwkw,CF3,7.1837
1574,_SFKZ2ecdEeet0YmmfbMwkw,CF3,7.1837
1575,_SFS8cOcdEeet0YmmfbMwkw,CF3,4.6007
1576,_SFS8cOcdEeet0YmmfbMwkw,CF3,4.6007
1577,_SFLnY-cdEeet0YmmfbMwkw,CF2,2.1054
1578,_SFLnY-cdEeet0YmmfbMwkw,CF2,2.1054
1579,_SFLnY-cdEeet0YmmfbMwkw,CF2,2.1054
1580,_SFLnY-cdEeet0YmmfbMwkw,CF2,2.1054
1581,_SFLnY-cdEeet0YmmfbMwkw,CF2,2.1054
1582,_SFLnY-cdEeet0YmmfbMwkw,CF2,2.1054
1583,_SFDsgecdEeet0YmmfbMwkw,CF1,3.0116
1584,_SFDsgecdEeet0YmmfbMwkw,CF1,3.0116
1585,_SFDsgecdEeet0YmmfbMwkw,CF1,3.0116
1586,_SFSWK-cdEeet0YmmfbMwkw,CF3,4.4229
1587,_SFSWK-cdEeet0YmmfbMwkw,CF3,4.4229
1588,_SFSWK-cdEeet0YmmfbMwkw,CF3,4.4229
1589,_SFSWK-cdEeet0YmmfbMwkw,CF3,4.4229
1590,_SFSWK-cdEeet0YmmfbMwkw,CF3,4.4229
1591,_SEuUV-cdEeet0YmmfbMwkw,CF1,4.5305
1592,_SEuUV-cdEeet0YmmfbMwkw,CF1,4.5305
1593,_SEuUV-cdEeet0YmmfbMwkw,CF1,4.5305
1594,_SFLAeecdEeet0YmmfbMwkw,CF3,3.3687
1595,_SFLAeecdEeet0YmmfbMwkw,CF3,3.3687
1596,_SFLAeecdEeet0YmmfbMwkw,CF3,3.3687
1597,_SFDsaecdEeet0YmmfbMwkw,CF3,5.7059
1598,_SFDsaecdEeet0YmmfbMwkw,CF3,5.7059
1599,_SFDsaecdEeet0YmmfbMwkw,CF3,5.7059
1600,_SFGvbecdEeet0YmmfbMwkw,CF2,3.3637
1601,_SFGvbecdEeet0YmmfbMwkw,CF2,3.3637
1602,_SFGvbecdEeet0YmmfbMwkw,CF2,3.3637
1603,_SEwwnecdEeet0YmmfbMwkw,CF2,4.2499
1604,_SEwwnecdEeet0YmmfbMwkw,CF2,4.2499
1605,_SEwwnecdEeet0YmmfbMwkw,CF2,4.2499
1606,_SEu7n-cdEeet0YmmfbMwkw,CF1,4.5295
1607,_SEu7n-cdEeet0YmmfbMwkw,CF1,4.5295
1608,_SEu7n-cdEeet0YmmfbMwkw,CF1,4.5295
1609,_SE1Cp-cdEeet0YmmfbMwkw,CF1,4.5215
1610,_SE1Cp-cdEeet0YmmfbMwkw,CF1,4.5215
1611,_SE1Cp-cdEeet0YmmfbMwkw,CF1,4.5215
1612,_SFE6eucdEeet0YmmfbMwkw,CF3,5.7089
1613,_SFE6eucdEeet0YmmfbMwkw,CF3,5.7089
1614,_SFE6eucdEeet0YmmfbMwkw,CF3,5.7089
1615,_SFB3ZucdEeet0YmmfbMwkw,CF2,2.6854
1616,_SFB3ZucdEeet0YmmfbMwkw,CF2,2.6854
1617,_SFB3ZucdEeet0YmmfbMwkw,CF2,2.6854
1618,_SFE52ucdEeet0YmmfbMwkw,CF3,5.7079
1619,_SFE52ucdEeet0YmmfbMwkw,CF3,5.7079
1620,_SFE52ucdEeet0YmmfbMwkw,CF3,5.7079
1621,_SFSVlecdEeet0YmmfbMwkw,CF1,5.7499
1622,_SFSVlecdEeet0YmmfbMwkw,CF1,5.7499
1623,_SFSVlecdEeet0YmmfbMwkw,CF1,5.7499
1624,_SE_bGucdEeet0YmmfbMwkw,CF2,2.6634
1625,_SE_bGucdEeet0YmmfbMwkw,CF2,2.6634
1626,_SE_bGucdEeet0YmmfbMwkw,CF2,2.6634
1627,_SEvi5OcdEeet0YmmfbMwkw,CF3,2.0794
1628,_SEvi5OcdEeet0YmmfbMwkw,CF3,2.0794
1629,_SEvi5OcdEeet0YmmfbMwkw,CF3,2.0794
1630,_SE57Q-cdEeet0YmmfbMwkw,CF1,5.2764
1631,_SE57Q-cdEeet0YmmfbMwkw,CF1,5.2764
1632,_SE57Q-cdEeet0YmmfbMwkw,CF1,5.2764
1633,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1634,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1635,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1636,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1637,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1638,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1639,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1640,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1641,_SFFhsucdEeet0YmmfbMwkw,CF1,5.7549
1642,_SFE6kucdEeet0YmmfbMwkw,CF1,3.0136
1643,_SFE6kucdEeet0YmmfbMwkw,CF1,3.0136
1644,_SFE6kucdEeet0YmmfbMwkw,CF1,3.0136
1645,_SFMQD-cdEeet0YmmfbMwkw,CF2,4.3899
1646,_SFMQD-cdEeet0YmmfbMwkw,CF2,4.3899
1647,_SFMQD-cdEeet0YmmfbMwkw,CF2,4.3899
1648,_SFMQD-cdEeet0YmmfbMwkw,CF2,4.3899
1649,_SFMQD-cdEeet0YmmfbMwkw,CF2,4.3899
1650,_SFMQD-cdEeet0YmmfbMwkw,CF2,4.3899
